id,uri,valid
886,Q1255077,1
887,Q1217509,1
889,Q1545,1
890,Q231182,1
891,Q229018,1
893,Q285045,1
894,Q1543521,1
895,Q567811,1
896,Q1290696,1
897,Q527789,1
898,Q734756,1
899,Q240222,1
900,Q151231,1
901,Q456957,1
903,Q15897,1
904,Q494270,1
905,Q1128045,1
906,Q205473,1
907,Q179257,1
908,Q123174,1
909,Q228818,1
910,Q370293,1
911,Q241665,1
913,Q153056,1
914,Q232517,1
915,Q234161,1
916,Q104810,1
917,Q932163,1
918,Q83431,1
919,Q830598,1
920,Q162586,1
921,Q641283,1
922,Q190151,1
923,Q171718,1
924,Q542745,1
925,Q659558,1
926,Q212481,1
927,Q3783026,1
928,Q158895,1
929,Q3133811,1
930,Q43510,1
931,Q1254064,1
932,Q3623038,1
934,Q531613,1
935,Q16501685,1
936,Q457368,1
937,Q201207,1
938,Q1036116,1
939,Q1936466,1
940,Q233597,1
941,Q3998670,1
942,Q728109,1
943,Q130563,1
944,Q648940,1
945,Q464749,1
946,Q158641,1
947,Q309312,1
948,Q9668799,1
949,Q192843,1
950,Q601977,1
951,Q259254,1
952,Q2564239,1
953,Q163989,1
954,Q151890,1
955,Q76244,1
956,Q192260,1
957,Q152540,1
958,Q1080197,1
959,Q15862,1
960,Q2042134,1
961,Q193744,1
962,Q106379,1
963,Q234716,1
964,Q484993,1
965,Q247949,0
965,Q5001360,0
966,Q483802,1
967,Q1056973,1
968,Q62617,1
969,Q272517,1
970,Q1478518,1
971,Q3057052,1
972,Q161723,1
973,Q559658,1
974,Q4749414,1
975,Q873384,1
976,Q9142596,1
977,Q690904,1
978,Q131366,1
979,Q740434,1
980,Q18574071,1
981,Q232907,1
982,Q483718,1
983,Q1469093,1
984,Q2030965,1
985,Q202741,1
986,Q40912,1
987,Q28974,1
988,Q2229678,1
989,Q1056412,1
990,Q743353,1
991,Q237182,1
992,Q262314,1
993,Q748836,1
994,Q583183,0
994,Q712820,0
995,Q1073261,1
997,Q730158,1
998,Q956500,1
999,Q1500069,1
1000,Q94620,1
1001,Q485625,1
1002,Q219237,1
1003,Q1294961,1
1004,Q1790,1
1005,Q2158449,1
1006,Q1460975,1
1008,Q123025,1
1009,Q183508,1
1010,Q2295431,1
1013,Q316485,1
1014,Q484885,1
1015,Q821198,1
1016,Q458579,1
1017,Q276463,1
1018,Q355382,1
1019,Q1410055,1
1020,Q1971039,1
1021,Q165138,1
1022,Q477315,1
1023,Q694778,1
1024,Q225036,1
1025,Q360377,1
1026,Q918142,1
1027,Q741663,1
1028,Q4778308,1
1029,Q57784,1
1030,Q66737,1
1031,Q1384772,1
1032,Q18814,1
1033,Q7379900,1
1034,Q233944,1
1035,Q904039,1
1036,Q2845440,1
1037,Q162202,1
1038,Q1514460,1
1040,Q566173,1
1041,Q3623126,1
1042,Q1450,1
1043,Q655648,1
1044,Q254138,1
1045,Q5503158,1
1046,Q850645,1
1047,Q223768,1
1048,Q211768,1
1049,Q165621,1
1051,Q19182,1
1052,Q160009,1
1053,Q286754,1
1055,Q1286957,1
1056,Q6127498,1
1057,Q242302,1
1058,Q384299,1
1059,Q239786,1
1060,Q539633,1
1061,Q1778786,1
1062,Q831841,1
1063,Q608107,0
1063,Q5475049,0
1064,Q641864,1
1065,Q4231620,1
1066,Q1986682,1
1067,Q7304146,1
1068,Q1128539,1
1069,Q1273876,1
1071,Q313537,1
1072,Q491583,1
1073,Q44892,1
1074,Q5054599,1
1075,Q1990235,1
1076,Q744087,1
1077,Q6420132,1
1078,Q358567,1
1079,Q73437,1
1081,Q151634,1
1082,Q1065644,1
1083,Q323834,1
1085,Q1145885,1
1087,Q455493,1
1089,Q826255,1
1090,Q173180,1
1091,Q292061,1
1092,Q363577,1
1093,Q598508,1
1094,Q648786,1
1095,Q272069,1
1096,Q812627,1
1097,Q547810,1
1098,Q42455,1
1099,Q7256860,1
1100,Q302533,1
1101,Q1286899,1
1102,Q1575035,1
1103,Q182665,1
1104,Q25177,1
1105,Q2449946,1
1106,Q392654,1
1107,Q5582560,1
1108,Q2446658,1
1109,Q157256,1
1110,Q203871,1
1111,Q1756151,1
1112,Q1268,1
1113,Q727362,1
1114,Q484540,1
1116,Q1661036,1
1117,Q4700,1
1118,Q300519,1
1119,Q6570663,1
1120,Q154331,0
1120,Q20177422,0
1121,Q254,1
1122,Q178095,1
1123,Q1339,1
1124,Q44086,1
1125,Q1870545,1
1126,Q728707,1
1127,Q1148130,1
1128,Q211976,1
1129,Q6162083,1
1130,Q12368917,1
1131,Q184827,1
1132,Q194287,1
1134,Q390300,1
1135,Q242914,0
1135,Q18921725,0
1136,Q452258,1
1137,Q63565567,1
1138,Q7314,1
1139,Q1178,1
1140,Q291077,1
1142,Q23376,1
1143,Q708008,1
1145,Q725469,1
1147,Q957357,1
1149,Q2478180,1
1150,Q1276,1
1151,Q570393,1
1152,Q1418747,1
1153,Q342045,1
1154,Q615120,1
1155,Q877512,1
1156,Q515942,1
1159,Q61107,1
1160,Q188426,1
1161,Q1202626,1
1162,Q868265,1
1163,Q1856023,1
1164,Q32542,1
1167,Q608208,1
1169,Q1420629,1
1170,Q3936957,1
1171,Q1605508,1
1172,Q175102,1
1173,Q1158941,1
1174,Q6313571,1
1176,Q1145666,1
1177,Q1208011,1
1178,Q768011,1
1179,Q154815,1
1180,Q991278,1
1181,Q638286,1
1182,Q869693,1
1183,Q1512507,1
1184,Q1590537,1
1185,Q3672076,1
1186,Q483558,1
1187,Q3013333,1
1188,Q731642,1
1189,Q515223,1
1190,Q375569,1
1191,Q1522079,1
1192,Q186318,1
1193,Q1514140,1
1194,Q1324566,1
1195,Q1298697,1
1196,Q431700,1
1197,Q1474339,1
1198,Q1025255,1
1199,Q307324,1
1200,Q578853,1
1201,Q1146412,1
1202,Q385618,1
1203,Q371535,1
1204,Q395414,1
1205,Q1181285,1
1206,Q6590470,1
1207,Q845449,1
1208,Q1273740,1
1209,Q1658128,1
1210,Q533369,1
1211,Q2354777,1
1213,Q1668512,1
1214,Q660835,1
1215,Q683144,1
1216,Q548844,1
1217,Q4049349,1
1218,Q537899,1
1219,Q103774,1
1220,Q273080,1
1221,Q973995,1
1222,Q120204,1
1223,Q973113,1
1224,Q888326,1
1225,Q215359,1
1226,Q1134411,1
1227,Q346785,1
1228,Q1111405,1
1229,Q594855,1
1230,Q1892425,1
1231,Q1123938,1
1232,Q317128,1
1233,Q4051320,1
1234,Q7649908,1
1235,Q560732,1
1236,Q4993203,1
1237,Q1144020,1
1238,Q262317,1
1239,Q209956,1
1240,Q544121,1
1241,Q2245893,1
1242,Q183048,1
1243,Q186329,1
1244,Q303,1
1245,Q201562,1
1246,Q277551,1
1247,Q523449,1
1248,Q421794,1
1249,Q11895,1
1251,Q544197,1
1252,Q10462111,1
1253,Q1470010,1
1254,Q485116,1
1256,Q1424035,1
1257,Q648949,1
1258,Q662463,1
1259,Q335352,1
1260,Q683775,1
1261,Q156523,1
1262,Q873034,1
1263,Q213476,1
1264,Q283835,1
1265,Q4040476,1
1266,Q465220,1
1267,Q872116,1
1268,Q4043217,1
1269,Q5502833,1
1271,Q767148,1
1272,Q5357530,1
1273,Q10715833,1
1274,Q239074,1
1275,Q688874,1
1276,Q208417,1
1277,Q375950,1
1278,Q265454,1
1279,Q4021189,1
1280,Q7099718,1
1281,Q485231,1
1282,Q5469938,1
1283,Q2907208,1
1284,Q948214,1
1285,Q2734770,1
1286,Q1156998,1
1287,Q7897074,1
1289,Q830415,1
1290,Q112751,1
1292,Q309665,1
1293,Q333564,1
1294,Q480043,1
1295,Q727124,1
1296,Q473784,1
1297,Q1111073,1
1298,Q619710,1
1299,Q1543315,1
1300,Q316873,1
1301,Q569462,1
1302,Q1143559,1
1303,Q593809,1
1304,Q5337705,1
1305,Q312112,1
1306,Q323187,1
1307,Q5065547,1
1308,Q67540,1
1311,Q3511244,1
1312,Q904978,1
1314,Q871965,1
1315,Q2595671,1
1318,Q252893,1
1319,Q661810,1
1320,Q3682019,1
1321,Q6546558,1
1322,Q5332712,1
1326,Q16955523,1
1327,Q1419607,1
1328,Q537254,1
1330,Q1849942,1
1331,Q265510,1
1332,Q4021499,1
1333,Q20192010,1
1334,Q2895303,1
1335,Q4035475,1
1336,Q1134739,1
1337,Q899032,1
1338,Q274593,1
1339,Q191660,1
1340,Q667027,1
1341,Q1339648,1
1342,Q154129,1
1343,Q462380,1
1344,Q567086,1
1345,Q688879,1
1346,Q571672,1
1347,Q740159,1
1348,Q758934,1
1349,Q193174,1
1350,Q158932,1
1351,Q205780,1
1352,Q1181233,1
1353,Q163173,1
1354,Q17090162,1
1355,Q1042234,1
1356,Q1592554,1
1357,Q1537628,1
1358,Q83468,1
1359,Q1347769,1
1360,Q19697,1
1361,Q2381589,1
1362,Q655652,1
1363,Q683228,1
1364,Q728170,1
1365,Q386747,1
1366,Q467673,1
1367,Q1511133,1
1368,Q163112,1
1369,Q47670,1
1370,Q5326688,1
1371,Q2002178,1
1372,Q101505,1
1373,Q392768,1
1374,Q1435880,1
1375,Q188407,1
1376,Q1331605,1
1377,Q271513,1
1378,Q642988,1
1379,Q493042,1
1380,Q885829,1
1381,Q1051417,1
1382,Q320915,1
1383,Q230484,1
1384,Q488916,1
1385,Q1893668,1
1386,Q6791179,1
1387,Q6650321,1
1388,Q714504,1
1389,Q673502,1
1390,Q816452,1
1391,Q6987153,1
1392,Q230754,1
1393,Q231366,1
1394,Q208507,1
1395,Q1453598,1
1396,Q702332,1
1397,Q272619,1
1398,Q329178,1
1400,Q391969,1
1401,Q49009,1
1402,Q193676,1
1403,Q359066,1
1404,Q6671262,1
1405,Q585470,1
1406,Q157041,1
1407,Q1209698,1
1408,Q1811235,1
1409,Q81637,1
1410,Q20672,0
1410,Q7162526,0
1411,Q189382,1
1412,Q2331,1
1413,Q151012,1
1414,Q2599,1
1415,Q192463,1
1416,Q2643,1
1417,Q524495,1
1418,Q645980,1
1419,Q1777553,1
1420,Q666001,1
1421,Q465191,1
1422,Q212533,1
1423,Q300557,1
1424,Q232348,1
1425,Q178517,1
1426,Q1407424,1
1427,Q714,1
1428,Q237387,1
1429,Q638209,1
1430,Q1261353,1
1431,Q3136608,1
1432,Q492029,1
1433,Q272591,1
1434,Q1383157,1
1435,Q939151,1
1436,Q1387726,1
1437,Q1074403,1
1438,Q1028918,1
1439,Q622326,1
1440,Q298310,1
1441,Q18802,1
1443,Q910354,1
1444,Q32849,1
1448,Q292135,1
1449,Q187844,1
1450,Q259055,1
1451,Q869114,1
1452,Q298209,1
1453,Q83287,1
1454,Q3811210,1
1455,Q45667,1
1456,Q104625,1
1457,Q1070260,1
1458,Q5104,1
1459,Q215546,1
1460,Q329459,1
1461,Q752419,1
1462,Q946099,1
1463,Q15902,1
1464,Q18233,1
1465,Q173144,1
1468,Q204328,1
1469,Q211277,1
1470,Q845790,1
1475,Q128799,1
1478,Q706518,1
1479,Q4070,1
1480,Q201908,1
1481,Q39672,1
1483,Q22973730,1
1485,Q1286603,1
1486,Q240343,1
1487,Q5349443,1
1488,Q1492998,1
1489,Q229430,1
1492,Q2066547,1
1493,Q555578,1
1494,Q56074,1
1497,Q658261,1
1499,Q711406,1
1500,Q2117613,1
1501,Q1025839,1
1502,Q935905,1
1503,Q3334889,1
1504,Q188626,1
1505,Q488353,1
1506,Q521321,1
1507,Q361683,1
1508,Q1430502,1
1509,Q193459,1
1510,Q166120,1
1511,Q313704,1
1512,Q862520,1
1513,Q483407,1
1514,Q1352997,1
1515,Q1127565,1
1516,Q7732177,1
1517,Q1347289,1
1518,Q953918,1
1519,Q437970,1
1520,Q287690,1
1521,Q309001,1
1522,Q159497,1
1523,Q318311,1
1524,Q1620172,1
1525,Q713037,1
1526,Q2117532,1
1527,Q109871,0
1527,Q750340,0
1528,Q922034,1
1529,Q588106,1
1530,Q2063903,1
1531,Q192861,1
1532,Q30903017,1
1533,Q321762,1
1534,Q751814,1
1535,Q647370,1
1536,Q663976,1
1537,Q611208,1
1538,Q3863215,1
1540,Q302155,1
1541,Q1168381,1
1542,Q3375389,1
1543,Q347368,1
1544,Q583029,1
1545,Q474218,1
1546,Q286792,1
1547,Q268359,1
1549,Q3565258,1
1550,Q591105,1
1551,Q719887,1
1552,Q1125615,1
1553,Q468000,1
1554,Q65971191,1
1555,Q1348291,1
1556,Q217280,1
1557,Q1044027,1
1558,Q10354746,1
1560,Q1391799,1
1561,Q683986,1
1562,Q9593377,1
1563,Q567347,1
1564,Q3045729,1
1565,Q848924,1
1567,Q6112473,1
1568,Q1537790,1
1569,Q3500009,1
1570,Q11854026,1
1572,Q318882,1
1576,Q314206,1
1580,Q47899,1
1584,Q2267489,1
1585,Q165621,1
1588,Q311601,1
1589,Q500759,1
1590,Q238347,1
1591,Q229353,1
1592,Q1303048,1
1593,Q254838,1
1595,Q239464,1
1596,Q230501,1
1597,Q1771590,1
1598,Q7573026,1
1599,Q381405,1
1600,Q1346932,1
1601,Q34584,1
1602,Q266091,1
1603,Q151113,1
1604,Q234199,1
1605,Q880405,1
1606,Q1983446,1
1608,Q1153351,1
1609,Q270724,1
1610,Q1399598,1
1611,Q205347,1
1612,Q5511918,1
1613,Q62766,1
1614,Q4817093,1
1615,Q671665,1
1616,Q1334455,1
1617,Q3335999,1
1618,Q846016,1
1619,Q880681,1
1620,Q472595,1
1621,Q592381,1
1622,Q685595,1
1623,Q693586,1
1624,Q7742845,1
1625,Q4044485,1
1626,Q6659174,1
1627,Q352218,1
1628,Q1167627,1
1629,Q15069660,1
1630,Q1678835,1
1631,Q2366718,1
1632,Q650486,1
1633,Q852335,1
