movieId,title,uri
27751,'Salem's Lot (2004),http://dbpedia.org/resource/Salem's_Lot_(2004_miniseries)
27793,Starship Troopers 2: Hero of the Federation (2004),http://dbpedia.org/resource/Starship_Troopers_3:_Marauder
27802,Infernal Affairs 2 (Mou gaan dou II) (2003),http://dbpedia.org/resource/Infernal_Affairs
27830,"Bobby Jones, Stroke of Genius (2004)",
27879,DiG! (2004),
27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),http://dbpedia.org/resource/Outfoxed
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),http://dbpedia.org/resource/Gozu
31162,"Life and Death of Peter Sellers, The (2004)",http://dbpedia.org/resource/The_Life_and_Death_of_Peter_Sellers
32009,Tyler Perry's Diary of a Mad Black Woman (2005),
32743,Ringu 0: Bâsudei (2000),http://dbpedia.org/resource/Ring_0:_Birthday
33493,Star Wars: Episode III - Revenge of the Sith (2005),http://dbpedia.org/resource/Star_Wars:_Episode_III_–_Revenge_of_the_Sith
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",http://dbpedia.org/resource/The_Adventures_of_Sharkboy_and_Lavagirl_in_3-D
33779,Eddie Izzard: Dress to Kill (1999),http://dbpedia.org/resource/Dress_to_Kill
33966,Cop and ½ (1993),
34450,Miracles - Mr. Canton and Lady Rose (1989),http://dbpedia.org/resource/Miracles_(1989_film)
34811,Pusher II: With Blood on My Hands (2004),http://dbpedia.org/resource/Pusher_II
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),http://dbpedia.org/resource/Asterix_and_Obelix_vs._Caesar
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),http://dbpedia.org/resource/Wallace_&_Gromit:_The_Curse_of_the_Were-Rabbit
38304,No Direction Home: Bob Dylan (2005),http://dbpedia.org/resource/No_Direction_Home
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),http://dbpedia.org/resource/One-Way_Ticket_to_Mombasa
43677,"Tuskegee Airmen, The (1995)",http://dbpedia.org/resource/The_Tuskegee_Airmen
44020,Ultimate Avengers (2006),
44022,Ice Age 2: The Meltdown (2006),http://dbpedia.org/resource/Ice_Age:_The_Meltdown
44889,Reefer Madness: The Movie Musical (2005),http://dbpedia.org/resource/Reefer_Madness:_The_Movie_Musical
48649,Chapayev (1934),http://dbpedia.org/resource/Chapaev_(film)
49132,Shut Up & Sing (2006),http://dbpedia.org/resource/Dixie_Chicks:_Shut_Up_and_Sing
49666,Fur: An Imaginary Portrait of Diane Arbus (2006),http://dbpedia.org/resource/Fur_(film)
49917,When the Levees Broke: A Requiem in Four Acts (2006),http://dbpedia.org/resource/When_the_Levees_Broke
50189,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),http://dbpedia.org/resource/American_Pie_Presents:_The_Naked_Mile
50356,The Little World of Don Camillo (1952),
50658,49 Up (2005),http://dbpedia.org/resource/Up_(film_series)
50740,Seven Up! (1964),http://dbpedia.org/resource/Up_(film_series)
51082,Tyler Perry's Daddy's Little Girls (2007),
51357,Citizen X (1995),http://dbpedia.org/resource/Citizen_X
51545,Pusher III: I'm the Angel of Death (2005),http://dbpedia.org/resource/Pusher_3
51937,"Hills Have Eyes II, The (2007)",http://dbpedia.org/resource/The_Hills_Have_Eyes_2
52435,How the Grinch Stole Christmas! (1966),http://dbpedia.org/resource/The_Grinch_(film)
52715,Kickin It Old Skool (2007),
52730,It's a Very Merry Muppet Christmas Movie (2002),
52767,21 Up (1977),http://dbpedia.org/resource/Up_(film_series)
53450,"Legend of Sleepy Hollow, The (1980)",http://dbpedia.org/resource/The_Legend_of_Sleepy_Hollow_(1980_film)
53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",http://dbpedia.org/resource/The_Power_of_Nightmares
55167,Tekkonkinkreet (Tekkon kinkurîto) (2006),http://dbpedia.org/resource/Tekkonkinkreet
55259,"Seeker: The Dark Is Rising, The (2007)",http://dbpedia.org/resource/The_Seeker_(film)
56022,Harrison Bergeron (1995),http://dbpedia.org/resource/Harrison_Bergeron_(film)
56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",http://dbpedia.org/resource/Maxed_Out
56801,AVPR: Aliens vs. Predator - Requiem (2007),http://dbpedia.org/resource/Aliens_vs._Predator:_Requiem
56921,Battlestar Galactica: Razor (2007),http://dbpedia.org/resource/Battlestar_Galactica:_Razor
58376,Zeitgeist: The Movie (2007),http://dbpedia.org/resource/Zeitgeist_(film_series)
59429,American Pie Presents Beta House (American Pie 6: Beta House) (2007),http://dbpedia.org/resource/American_Pie_Presents:_Beta_House
59810,Recount (2008),
60363,Zombie Strippers! (2008),http://dbpedia.org/resource/Zombie_Strippers
60365,Frosty the Snowman (1969),http://dbpedia.org/resource/The_Legend_of_Frosty_the_Snowman
60487,"It's the Great Pumpkin, Charlie Brown (1966)","http://dbpedia.org/resource/It's_the_Great_Pumpkin,_Charlie_Brown"
60803,"Little Drummer Boy, The (1968)",
60818,Hogfather (Terry Pratchett's Hogfather) (2006),http://dbpedia.org/resource/Terry_Pratchett's_Hogfather
61406,John Adams (2008),http://dbpedia.org/resource/John_Adams_(miniseries)
61818,"Crow, The: Wicked Prayer (2005)",http://dbpedia.org/resource/The_Crow:_Wicked_Prayer
62336,FLCL (2000),http://dbpedia.org/resource/FLCL
62834,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),http://dbpedia.org/resource/Babylon_5:_The_Legend_of_the_Rangers
62836,Babylon 5: The Lost Tales - Voices in the Dark (2007),http://dbpedia.org/resource/Babylon_5:_The_Lost_Tales
63433,Farscape: The Peacekeeper Wars (2004),http://dbpedia.org/resource/Farscape:_The_Peacekeeper_Wars
64167,Dinotopia (2002),http://dbpedia.org/resource/Dinotopia_(miniseries)
64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),
64499,Che: Part One (2008),http://dbpedia.org/resource/Che_(2008_film)
64501,Che: Part Two (2008),http://dbpedia.org/resource/Che_(2008_film)
65133,Blackadder Back & Forth (1999),http://dbpedia.org/resource/Blackadder:_Back_&_Forth
65225,Zeitgeist: Addendum (2008),http://dbpedia.org/resource/Zeitgeist_(film_series)
65359,Earthsea (Legend of Earthsea) (2004),http://dbpedia.org/resource/Tales_from_Earthsea_(film)
65588,"Gamers, The: Dorkness Rising (2008)",http://dbpedia.org/resource/The_Gamers_(film)
65601,My Bloody Valentine 3-D (2009),http://dbpedia.org/resource/My_Bloody_Valentine_3D
65738,Revenge of the Nerds III: The Next Generation (1992),http://dbpedia.org/resource/Revenge_of_the_Nerds_III:_The_Next_Generation
65740,Revenge of the Nerds IV: Nerds in Love (1994),http://dbpedia.org/resource/Revenge_of_the_Nerds_IV:_Nerds_in_Love
66335,Afro Samurai: Resurrection (2009),http://dbpedia.org/resource/Afro_Samurai:_Resurrection
66934,Dr. Horrible's Sing-Along Blog (2008),
67087,"I Love You, Man (2009)","http://dbpedia.org/resource/I_Love_You,_Man"
67295,Kung Fu Panda: Secrets of the Furious Five (2008),http://dbpedia.org/resource/Secrets_of_the_Furious_Five
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),
69685,Daria: Is It College Yet? (2002),
69746,Watchmen: Tales of the Black Freighter (2009),http://dbpedia.org/resource/Watchmen_(film)
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",http://dbpedia.org/resource/The_Librarian:_Curse_of_the_Judas_Chalice
70521,Lost in Austen (2008),http://dbpedia.org/resource/Lost_in_Austen
71268,Tyler Perry's I Can Do Bad All by Myself (2009),
71282,"Food, Inc. (2008)","http://dbpedia.org/resource/Food,_Inc."
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),http://dbpedia.org/resource/Burma_VJ
72601,Teenage Mutant Ninja Turtles: Turtles Forever (2009),http://dbpedia.org/resource/Turtles_Forever
72641,"Blind Side, The  (2009)",
73499,MacGyver: Lost Treasure of Atlantis (1994),
73501,Pekka ja Pätkä Suezilla (1958),
73569,Project A 2 ('A' gai wak juk jap) (1987),
74324,Temple Grandin (2010),http://dbpedia.org/resource/Temple_Grandin_(film)
74342,"Captain Newman, M.D. (1963)",
74750,[REC]² (2009),http://dbpedia.org/resource/Rec_2
75416,Generation X (1996),http://dbpedia.org/resource/Generation_X_(film)
76301,"Emperor's New Groove 2: Kronk's New Groove, The (2005)",http://dbpedia.org/resource/Kronk's_New_Groove
77177,Wild China (2008),http://dbpedia.org/resource/Wild_China
78160,Ricky Gervais Live: Animals (2003),http://dbpedia.org/resource/Animals_(2003_film)
78544,Ricky Gervais Live 3: Fame (2007),http://dbpedia.org/resource/Fame_(2007_film)
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),http://dbpedia.org/resource/Empire_of_Dreams:_The_Story_of_the_Star_Wars_Trilogy
79008,South Park: Imaginationland (2008),http://dbpedia.org/resource/You_Got_Served
79299,"No. 1 Ladies' Detective Agency, The (2008)",
79333,Watch Out for the Automobile (Beregis avtomobilya) (1966),
79677,"Two Escobars, The (2010)",
80139,Jackass 2.5 (2007),http://dbpedia.org/resource/Jackass_3D
81191,Waiting for 'Superman' (2010),
81535,Saw VII 3D - The Final Chapter (2010),http://dbpedia.org/resource/Saw_3D
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),http://dbpedia.org/resource/Harry_Potter_and_the_Deathly_Hallows_–_Part_1
82167,Love and Other Drugs (2010),
82641,"One-Armed Swordsman, The (Dubei dao) (1967)",http://dbpedia.org/resource/The_New_One-Armed_Swordsman
84273,Zeitgeist: Moving Forward (2011),http://dbpedia.org/resource/Zeitgeist_(film_series)
84553,Pekka ja Pätkä salapoliiseina (1957),http://dbpedia.org/resource/Pekka_and_Pätkä
85213,"Sunset Limited, The (2011)",
85295,Scooby-Doo! Curse of the Lake Monster (2010),http://dbpedia.org/resource/Scooby-Doo!_Curse_of_the_Lake_Monster
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),http://dbpedia.org/resource/Mesrine_(2008_film)
85780,Family Guy Presents: It's a Trap (2010),http://dbpedia.org/resource/It%27s_a_Trap!
86068,Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),
86345,Louis C.K.: Hilarious (2010),http://dbpedia.org/resource/Hilarious_(film)
86347,Louis C.K.: Chewed Up (2008),http://dbpedia.org/resource/Chewed_Up
86355,Atlas Shrugged: Part 1 (2011),http://dbpedia.org/resource/Atlas_Shrugged:_Part_I
86377,Louis C.K.: Shameless (2007),http://dbpedia.org/resource/Shameless_(Louis_C.K._special)
86504,Voices from the List (2004),
86668,Louis Theroux: Law & Disorder (2008),http://dbpedia.org/resource/Law_and_Disorder_in_Johannesburg
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),http://dbpedia.org/resource/Harry_Potter_and_the_Deathly_Hallows_–_Part_2
88697,SUBWAYStories: Tales from the Underground (1997),http://dbpedia.org/resource/Subway_Stories
