movieId,title,uri
64,Two if by Sea (1996),http://dbpedia.org/resource/Two_If_by_Sea
65,Bio-Dome (1996),http://dbpedia.org/resource/Bio-Dome
66,Lawnmower Man 2: Beyond Cyberspace (1996),http://dbpedia.org/resource/Lawnmower_Man_2:_Beyond_Cyberspace
68,French Twist (Gazon maudit) (1995),http://dbpedia.org/resource/French_Twist_(film)
69,Friday (1995),http://dbpedia.org/resource/Friday_(franchise)
70,From Dusk Till Dawn (1996),http://dbpedia.org/resource/From_Dusk_Till_Dawn_2:_Texas_Blood_Money
71,Fair Game (1995),http://dbpedia.org/resource/Fair_Game_(1986_film)
72,Kicking and Screaming (1995),http://dbpedia.org/resource/Kicking_and_Screaming_(1995_film)
73,"Misérables, Les (1995)",http://dbpedia.org/resource/Les_Misérables:_The_Dream_Cast_in_Concert
74,Bed of Roses (1996),http://dbpedia.org/resource/Bed_of_Roses_(1933_film)
75,Big Bully (1996),http://dbpedia.org/resource/Big_Bully_(film)
76,Screamers (1995),http://dbpedia.org/resource/Screamers:_The_Hunting
77,Nico Icon (1995),
78,"Crossing Guard, The (1995)",http://dbpedia.org/resource/The_Crossing_Guard
79,"Juror, The (1996)",http://dbpedia.org/resource/The_Juror
80,"White Balloon, The (Badkonake sefid) (1995)",http://dbpedia.org/resource/The_White_Balloon
81,Things to Do in Denver When You're Dead (1995),http://dbpedia.org/resource/Things_to_Do_in_Denver_When_You're_Dead
82,Antonia's Line (Antonia) (1995),http://dbpedia.org/resource/Antonia's_Line
83,Once Upon a Time... When We Were Colored (1995),
85,Angels and Insects (1995),
86,White Squall (1996),http://dbpedia.org/resource/White_Squall_(film)
87,Dunston Checks In (1996),http://dbpedia.org/resource/Dunston_Checks_In
88,Black Sheep (1996),http://dbpedia.org/resource/Black_Sheep_(1935_film)
89,Nick of Time (1995),http://dbpedia.org/resource/Nick_of_Time_(film)
92,Mary Reilly (1996),http://dbpedia.org/resource/Mary_Reilly_(film)
93,Vampire in Brooklyn (1995),http://dbpedia.org/resource/Vampire_in_Brooklyn
94,Beautiful Girls (1996),http://dbpedia.org/resource/Beautiful_Girls_(film)
95,Broken Arrow (1996),http://dbpedia.org/resource/Broken_Arrows_(film)
96,In the Bleak Midwinter (1995),http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film)
97,"Hate (Haine, La) (1995)",http://dbpedia.org/resource/Hate_Is_My_God
99,Heidi Fleiss: Hollywood Madam (1995),http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam
100,City Hall (1996),http://dbpedia.org/resource/City_Hall_(1996_film)
101,Bottle Rocket (1996),http://dbpedia.org/resource/Bottle_Rocket
102,Mr. Wrong (1996),http://dbpedia.org/resource/Mr._Wrong
103,Unforgettable (1996),http://dbpedia.org/resource/Unforgettable_(1996_film)
104,Happy Gilmore (1996),http://dbpedia.org/resource/Happy_Gilmore
105,"Bridges of Madison County, The (1995)",http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film)
106,Nobody Loves Me (Keiner liebt mich) (1994),
107,Muppet Treasure Island (1996),http://dbpedia.org/resource/Muppet_Treasure_Island
108,Catwalk (1996),http://dbpedia.org/resource/Catwalk_(film)
110,Braveheart (1995),http://dbpedia.org/resource/Braveheart
111,Taxi Driver (1976),http://dbpedia.org/resource/Taxi_Driver
112,Rumble in the Bronx (Hont faan kui) (1995),http://dbpedia.org/resource/Rumble_in_the_Bronx
113,Before and After (1996),http://dbpedia.org/resource/Before_and_After_(film)
116,Anne Frank Remembered (1995),
117,"Young Poisoner's Handbook, The (1995)",http://dbpedia.org/resource/The_Young_Poisoner's_Handbook
118,If Lucy Fell (1996),http://dbpedia.org/resource/If_Lucy_Fell
119,"Steal Big, Steal Little (1995)",
121,"Boys of St. Vincent, The (1992)",
122,Boomerang (1992),http://dbpedia.org/resource/Boomerang_(1947_film)
123,Chungking Express (Chung Hing sam lam) (1994),http://dbpedia.org/resource/Chungking_Express
125,Flirting With Disaster (1996),http://dbpedia.org/resource/Flirting_with_Disaster_(film)
126,"NeverEnding Story III, The (1994)",http://dbpedia.org/resource/The_NeverEnding_Story_III
128,Jupiter's Wife (1994),
129,Pie in the Sky (1996),http://dbpedia.org/resource/Pie_in_the_Sky_(1996_film)
132,Jade (1995),http://dbpedia.org/resource/Jade_(film)
135,Down Periscope (1996),http://dbpedia.org/resource/Down_Periscope
137,Man of the Year (1995),http://dbpedia.org/resource/Man_of_the_Year_(1971_film)
140,Up Close and Personal (1996),http://dbpedia.org/resource/Up_Close_and_Personal_(film)
141,"Birdcage, The (1996)",http://dbpedia.org/resource/The_Birdcage
144,"Brothers McMullen, The (1995)",http://dbpedia.org/resource/The_Brothers_McMullen
145,Bad Boys (1995),http://dbpedia.org/resource/Bad_Boys_(1961_film)
146,"Amazing Panda Adventure, The (1995)",http://dbpedia.org/resource/The_Amazing_Panda_Adventure
147,"Basketball Diaries, The (1995)",http://dbpedia.org/resource/The_Basketball_Diaries_(film)
148,"Awfully Big Adventure, An (1995)",http://dbpedia.org/resource/An_Awfully_Big_Adventure
149,Amateur (1994),http://dbpedia.org/resource/Amateur_(1994_film)
150,Apollo 13 (1995),http://dbpedia.org/resource/Apollo_13_(film)
151,Rob Roy (1995),http://dbpedia.org/resource/Rob_Roy_(1922_film)
152,"Addiction, The (1995)",http://dbpedia.org/resource/The_Addiction
153,Batman Forever (1995),http://dbpedia.org/resource/Batman_Forever
154,Beauty of the Day (Belle de jour) (1967),http://dbpedia.org/resource/Belle_de_Jour_(film)
155,Beyond Rangoon (1995),http://dbpedia.org/resource/Beyond_Rangoon
156,Blue in the Face (1995),http://dbpedia.org/resource/Blue_in_the_Face
157,Canadian Bacon (1995),http://dbpedia.org/resource/Canadian_Bacon
158,Casper (1995),http://dbpedia.org/resource/Casper's_Haunted_Christmas
159,Clockers (1995),http://dbpedia.org/resource/Clockers_(film)
160,Congo (1995),http://dbpedia.org/resource/Congo_Jazz
161,Crimson Tide (1995),http://dbpedia.org/resource/Crimson_Tide_(film)
162,Crumb (1994),http://dbpedia.org/resource/Crumb_(film)
163,Desperado (1995),http://dbpedia.org/resource/Desperado_(film)
164,Devil in a Blue Dress (1995),http://dbpedia.org/resource/Devil_in_a_Blue_Dress_(film)
165,Die Hard: With a Vengeance (1995),http://dbpedia.org/resource/Die_Hard_with_a_Vengeance
166,"Doom Generation, The (1995)",http://dbpedia.org/resource/The_Doom_Generation
168,First Knight (1995),http://dbpedia.org/resource/First_Knight
169,Free Willy 2: The Adventure Home (1995),http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home
170,Hackers (1995),http://dbpedia.org/resource/Hackers:_Wizards_of_the_Electronic_Age
171,Jeffrey (1995),http://dbpedia.org/resource/Jeffrey_(2016_film)
172,Johnny Mnemonic (1995),http://dbpedia.org/resource/Johnny_Mnemonic_(film)
173,Judge Dredd (1995),http://dbpedia.org/resource/Judge_Dredd_(film)
174,Jury Duty (1995),http://dbpedia.org/resource/Jury_Duty_(film)
175,Kids (1995),http://dbpedia.org/resource/Kids_(film)
176,Living in Oblivion (1995),http://dbpedia.org/resource/Living_in_Oblivion
177,Lord of Illusions (1995),http://dbpedia.org/resource/Lord_of_Illusions
178,Love & Human Remains (1993),http://dbpedia.org/resource/Love_and_Human_Remains
179,Mad Love (1995),http://dbpedia.org/resource/Mad_Love_(1935_film)
180,Mallrats (1995),http://dbpedia.org/resource/Mallrats
181,Mighty Morphin Power Rangers: The Movie (1995),http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie
183,Mute Witness (1994),http://dbpedia.org/resource/Mute_Witness
184,Nadja (1994),http://dbpedia.org/resource/Nadja_(film)
185,"Net, The (1995)",http://dbpedia.org/resource/The_Net_(1923_film)
186,Nine Months (1995),http://dbpedia.org/resource/Nine_Months
187,Party Girl (1995),http://dbpedia.org/resource/Party_Girl_(1930_film)
188,"Prophecy, The (1995)",http://dbpedia.org/resource/The_Prophecy_of_the_Lake
189,Reckless (1995),http://dbpedia.org/resource/Reckless_(1935_film)
190,Safe (1995),http://dbpedia.org/resource/Safe_(1995_film)
191,"Scarlet Letter, The (1995)",http://dbpedia.org/resource/The_Scarlet_Letter_(1908_film)
193,Showgirls (1995),http://dbpedia.org/resource/Showgirls
194,Smoke (1995),http://dbpedia.org/resource/Smoke_'Em_If_You_Got_'Em_(film)
195,Something to Talk About (1995),http://dbpedia.org/resource/Something_to_Talk_About_(film)
196,Species (1995),http://dbpedia.org/resource/Species_(film)
198,Strange Days (1995),http://dbpedia.org/resource/Strange_Days_(film)
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg
201,Three Wishes (1995),http://dbpedia.org/resource/Three_Wishes_(film)
202,Total Eclipse (1995),http://dbpedia.org/resource/Total_Eclipse_(film)
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","http://dbpedia.org/resource/To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar"
204,Under Siege 2: Dark Territory (1995),http://dbpedia.org/resource/Under_Siege_2:_Dark_Territory
205,Unstrung Heroes (1995),http://dbpedia.org/resource/Unstrung_Heroes
206,Unzipped (1995),http://dbpedia.org/resource/Unzipped_(film)
207,"Walk in the Clouds, A (1995)",http://dbpedia.org/resource/A_Walk_in_the_Clouds
208,Waterworld (1995),http://dbpedia.org/resource/Waterworld
209,White Man's Burden (1995),http://dbpedia.org/resource/White_Man's_Burden_(film)
210,Wild Bill (1995),http://dbpedia.org/resource/Wild_Bill_(2011_film)
211,"Browning Version, The (1994)",http://dbpedia.org/resource/The_Browning_Version_(1951_film)
212,Bushwhacked (1995),http://dbpedia.org/resource/Bushwhacked_(film)
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),http://dbpedia.org/resource/Burnt_by_the_Sun
214,Before the Rain (Pred dozhdot) (1994),http://dbpedia.org/resource/Before_the_Rain_(1994_film)
215,Before Sunrise (1995),http://dbpedia.org/resource/Before_Sunrise_(1989_film)
216,Billy Madison (1995),http://dbpedia.org/resource/Billy_Madison
217,"Babysitter, The (1995)",http://dbpedia.org/resource/The_Babysitter:_Killer_Queen
218,Boys on the Side (1995),http://dbpedia.org/resource/Boys_on_the_Side
219,"Cure, The (1995)",http://dbpedia.org/resource/The_Cure_for_Insomnia
220,Castle Freak (1995),http://dbpedia.org/resource/Castle_Freak
222,Circle of Friends (1995),http://dbpedia.org/resource/Circle_of_Friends_(2006_film)
223,Clerks (1994),http://dbpedia.org/resource/Clerks
224,Don Juan DeMarco (1995),http://dbpedia.org/resource/Don_Juan_DeMarco
225,Disclosure (1994),http://dbpedia.org/resource/Disclosure:_Trans_Lives_on_Screen
227,Drop Zone (1994),http://dbpedia.org/resource/Drop_Zone_(film)
228,Destiny Turns on the Radio (1995),http://dbpedia.org/resource/Destiny_Turns_on_the_Radio
229,Death and the Maiden (1994),http://dbpedia.org/resource/Death_and_the_Maiden_(film)
230,Dolores Claiborne (1995),http://dbpedia.org/resource/Dolores_Claiborne_(film)
231,Dumb & Dumber (Dumb and Dumber) (1994),http://dbpedia.org/resource/Dumb_and_Dumber
232,Eat Drink Man Woman (Yin shi nan nu) (1994),http://dbpedia.org/resource/Eat_Drink_Man_Woman
233,Exotica (1994),http://dbpedia.org/resource/Exotica_(film)
234,Exit to Eden (1994),http://dbpedia.org/resource/Exit_to_Eden_(film)
235,Ed Wood (1994),http://dbpedia.org/resource/Ed_Wood_(film)
236,French Kiss (1995),http://dbpedia.org/resource/French_Kiss_(1995_film)
237,Forget Paris (1995),http://dbpedia.org/resource/Forget_Paris
238,Far From Home: The Adventures of Yellow Dog (1995),http://dbpedia.org/resource/Far_from_Home:_The_Adventures_of_Yellow_Dog
239,"Goofy Movie, A (1995)",http://dbpedia.org/resource/A_Goofy_Movie
240,Hideaway (1995),http://dbpedia.org/resource/Hideaway_(1937_film)
241,Fluke (1995),http://dbpedia.org/resource/Fluke_(film)
242,Farinelli: il castrato (1994),
243,Gordy (1995),http://dbpedia.org/resource/Gordy
246,Hoop Dreams (1994),http://dbpedia.org/resource/Hoop_Dreams
247,Heavenly Creatures (1994),http://dbpedia.org/resource/Heavenly_Creatures
248,Houseguest (1994),http://dbpedia.org/resource/Houseguest
249,Immortal Beloved (1994),http://dbpedia.org/resource/Immortal_Beloved_(1951_film)
250,Heavyweights (Heavy Weights) (1995),http://dbpedia.org/resource/Heavyweights
251,"Hunted, The (1995)",http://dbpedia.org/resource/The_Hunted_Woman
252,I.Q. (1994),http://dbpedia.org/resource/I.Q._Dudettes
253,Interview with the Vampire: The Vampire Chronicles (1994),http://dbpedia.org/resource/Interview_with_the_Vampire_(film)
254,Jefferson in Paris (1995),http://dbpedia.org/resource/Jefferson_in_Paris
255,"Jerky Boys, The (1995)",http://dbpedia.org/resource/The_Jerky_Boys:_The_Movie
256,Junior (1994),http://dbpedia.org/resource/Junior_High_School_(film)
257,Just Cause (1995),http://dbpedia.org/resource/Just_Cause_(film)
258,"Kid in King Arthur's Court, A (1995)",http://dbpedia.org/resource/A_Kid_in_King_Arthur's_Court
259,Kiss of Death (1995),http://dbpedia.org/resource/Kiss_of_Death_(1916_film)
260,Star Wars: Episode IV - A New Hope (1977),
261,Little Women (1994),http://dbpedia.org/resource/Little_Women_(1918_film)
262,"Little Princess, A (1995)",http://dbpedia.org/resource/A_Little_Princess_(1917_film)
263,Ladybird Ladybird (1994),"http://dbpedia.org/resource/Ladybird,_Ladybird_(film)"
265,Like Water for Chocolate (Como agua para chocolate) (1992),http://dbpedia.org/resource/Like_Water_for_Chocolate_(film)
266,Legends of the Fall (1994),http://dbpedia.org/resource/Legends_of_the_Fall
267,Major Payne (1995),http://dbpedia.org/resource/Major_Payne
269,My Crazy Life (Mi vida loca) (1993),http://dbpedia.org/resource/Mi_Vida_Loca
270,Love Affair (1994),http://dbpedia.org/resource/Love_Affair_(1932_film)
271,Losing Isaiah (1995),http://dbpedia.org/resource/Losing_Isaiah
272,"Madness of King George, The (1994)",http://dbpedia.org/resource/The_Madness_of_King_George
273,Mary Shelley's Frankenstein (Frankenstein) (1994),http://dbpedia.org/resource/Mary_Shelley's_Frankenstein_(film)
274,Man of the House (1995),http://dbpedia.org/resource/Man_of_the_House_(1995_film)
275,Mixed Nuts (1994),http://dbpedia.org/resource/Mixed_Nuts
276,Milk Money (1994),http://dbpedia.org/resource/Milk_Money_(film)
277,Miracle on 34th Street (1994),http://dbpedia.org/resource/Miracle_on_34th_Street
278,Miami Rhapsody (1995),http://dbpedia.org/resource/Miami_Rhapsody
279,My Family (1995),http://dbpedia.org/resource/My_Family's_Beautiful!
280,Murder in the First (1995),http://dbpedia.org/resource/Murder_in_the_First_(film)
281,Nobody's Fool (1994),http://dbpedia.org/resource/Nobody's_Fool_(1936_film)
282,Nell (1994),http://dbpedia.org/resource/Nell_Gwyn_(1926_film)
283,New Jersey Drive (1995),http://dbpedia.org/resource/New_Jersey_Drive
284,New York Cop (Nyû Yôku no koppu) (1993),
285,Beyond Bedlam (1993),
287,Nina Takes a Lover (1994),http://dbpedia.org/resource/Nina_Takes_a_Lover
288,Natural Born Killers (1994),http://dbpedia.org/resource/Natural_Born_Killers
289,Only You (1994),http://dbpedia.org/resource/Only_You_(1992_film)
290,Once Were Warriors (1994),http://dbpedia.org/resource/Once_Were_Warriors_(film)
291,Poison Ivy II (1996),http://dbpedia.org/resource/Poison_Ivy_II:_Lily
292,Outbreak (1995),http://dbpedia.org/resource/Outbreak_of_Hostilities
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),http://dbpedia.org/resource/Léon:_The_Professional
294,"Perez Family, The (1995)",http://dbpedia.org/resource/The_Perez_Family
295,"Pyromaniac's Love Story, A (1995)",http://dbpedia.org/resource/A_Pyromaniac's_Love_Story
296,Pulp Fiction (1994),http://dbpedia.org/resource/Pulp_Fiction
298,Pushing Hands (Tui shou) (1992),http://dbpedia.org/resource/Pushing_Hands_(film)
299,Priest (1994),http://dbpedia.org/resource/Priest_(1994_film)
300,Quiz Show (1994),http://dbpedia.org/resource/Quiz_Show_(film)
301,Picture Bride (Bijo photo) (1994),http://dbpedia.org/resource/Picture_Bride_(film)
302,"Queen Margot (Reine Margot, La) (1994)",http://dbpedia.org/resource/Queen_Margot_(1954_film)
303,"Quick and the Dead, The (1995)",http://dbpedia.org/resource/The_Quick_and_the_Dead_(1995_film)
304,Roommates (1995),http://dbpedia.org/resource/Roommates_(1995_film)
305,Ready to Wear (Pret-A-Porter) (1994),
306,Three Colors: Red (Trois couleurs: Rouge) (1994),http://dbpedia.org/resource/Three_Colours:_Red
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),http://dbpedia.org/resource/Three_Colours:_Blue
308,Three Colors: White (Trzy kolory: Bialy) (1994),
310,Rent-a-Kid (1995),http://dbpedia.org/resource/Rent-a-Kid
311,Relative Fear (1994),http://dbpedia.org/resource/Relative_Fear
312,Stuart Saves His Family (1995),http://dbpedia.org/resource/Stuart_Saves_His_Family
313,"Swan Princess, The (1994)",http://dbpedia.org/resource/The_Swan_Princess
314,"Secret of Roan Inish, The (1994)",http://dbpedia.org/resource/The_Secret_of_Roan_Inish
315,"Specialist, The (1994)",http://dbpedia.org/resource/The_Specialist
316,Stargate (1994),http://dbpedia.org/resource/Stargate:_The_Ark_of_Truth
317,"Santa Clause, The (1994)",http://dbpedia.org/resource/The_Santa_Clause
318,"Shawshank Redemption, The (1994)",http://dbpedia.org/resource/The_Shawshank_Redemption
319,Shallow Grave (1994),http://dbpedia.org/resource/Shallow_Grave
320,Suture (1993),http://dbpedia.org/resource/Suture_(film)
321,Strawberry and Chocolate (Fresa y chocolate) (1993),http://dbpedia.org/resource/Strawberry_and_Chocolate
322,Swimming with Sharks (1995),http://dbpedia.org/resource/Swimming_with_Sharks
324,"Sum of Us, The (1994)",http://dbpedia.org/resource/The_Sum_of_Us_(film)
325,National Lampoon's Senior Trip (1995),http://dbpedia.org/resource/National_Lampoon's_Senior_Trip
326,To Live (Huozhe) (1994),http://dbpedia.org/resource/To_Live_for_the_Masses
327,Tank Girl (1995),http://dbpedia.org/resource/Tank_Girl_(film)
328,Tales from the Crypt Presents: Demon Knight (1995),
329,Star Trek: Generations (1994),http://dbpedia.org/resource/Star_Trek_Generations
330,Tales from the Hood (1995),http://dbpedia.org/resource/Tales_from_the_Hood
331,Tom & Viv (1994),http://dbpedia.org/resource/Tom_&_Viv
332,Village of the Damned (1995),http://dbpedia.org/resource/Village_of_the_Damned_(1960_film)
333,Tommy Boy (1995),http://dbpedia.org/resource/Tommy_Boy
334,Vanya on 42nd Street (1994),http://dbpedia.org/resource/Vanya_on_42nd_Street
335,Underneath (1995),http://dbpedia.org/resource/Underneath_the_Arches_(film)
336,"Walking Dead, The (1995)",http://dbpedia.org/resource/The_Walking_Dead_(1936_film)
337,What's Eating Gilbert Grape (1993),http://dbpedia.org/resource/What's_Eating_Gilbert_Grape
338,Virtuosity (1995),http://dbpedia.org/resource/Virtuosity
339,While You Were Sleeping (1995),http://dbpedia.org/resource/While_You_Were_Sleeping_(film)
340,"War, The (1994)",http://dbpedia.org/resource/The_Warrior_Strain
341,Double Happiness (1994),http://dbpedia.org/resource/Double_Happiness_(film)
342,Muriel's Wedding (1994),http://dbpedia.org/resource/Muriel's_Wedding
343,"Baby-Sitters Club, The (1995)",http://dbpedia.org/resource/The_Baby-Sitters_Club_(film)
344,Ace Ventura: Pet Detective (1994),http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert"
346,Backbeat (1993),http://dbpedia.org/resource/Backbeat_(film)
347,Bitter Moon (1992),http://dbpedia.org/resource/Bitter_Moon
348,Bullets Over Broadway (1994),http://dbpedia.org/resource/Bullets_over_Broadway
349,Clear and Present Danger (1994),http://dbpedia.org/resource/Clear_and_Present_Danger_(film)
350,"Client, The (1994)",http://dbpedia.org/resource/The_Client_(1994_film)
351,"Corrina, Corrina (1994)","http://dbpedia.org/resource/Corrina,_Corrina_(film)"
352,Crooklyn (1994),http://dbpedia.org/resource/Crooklyn
353,"Crow, The (1994)",http://dbpedia.org/resource/The_Crowded_Day
354,Cobb (1994),http://dbpedia.org/resource/Cobb_(film)
355,"Flintstones, The (1994)",http://dbpedia.org/resource/The_Flintstones_&_WWE:_Stone_Age_SmackDown!
356,Forrest Gump (1994),http://dbpedia.org/resource/Forrest_Gump
357,Four Weddings and a Funeral (1994),http://dbpedia.org/resource/Four_Weddings_and_a_Funeral
358,Higher Learning (1995),http://dbpedia.org/resource/Higher_Learning
359,I Like It Like That (1994),http://dbpedia.org/resource/I_Like_It_Like_That_(film)
360,I Love Trouble (1994),http://dbpedia.org/resource/I_Love_Trouble_(1948_film)
361,It Could Happen to You (1994),http://dbpedia.org/resource/It_Could_Happen_to_You_(1937_film)
362,"Jungle Book, The (1994)",http://dbpedia.org/resource/The_Jungle_Book:_Mowgli's_Story
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",
364,"Lion King, The (1994)",http://dbpedia.org/resource/The_Lion_King
365,Little Buddha (1993),http://dbpedia.org/resource/Little_Buddha
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",http://dbpedia.org/resource/Wes_Craven's_New_Nightmare
367,"Mask, The (1994)",http://dbpedia.org/resource/The_Masked_Rider_(1916_film)
368,Maverick (1994),http://dbpedia.org/resource/Maverick_(film)
369,Mrs. Parker and the Vicious Circle (1994),http://dbpedia.org/resource/Mrs._Parker_and_the_Vicious_Circle
370,Naked Gun 33 1/3: The Final Insult (1994),
371,"Paper, The (1994)",http://dbpedia.org/resource/The_Paper_(film)
372,Reality Bites (1994),http://dbpedia.org/resource/Reality_Bites
373,Red Rock West (1992),http://dbpedia.org/resource/Red_Rock_West
374,Richie Rich (1994),http://dbpedia.org/resource/Richie_Rich's_Christmas_Wish
376,"River Wild, The (1994)",http://dbpedia.org/resource/The_River_Wild
377,Speed (1994),http://dbpedia.org/resource/Speed_to_Burn
378,Speechless (1994),http://dbpedia.org/resource/Speechless_(1994_film)
379,Timecop (1994),http://dbpedia.org/resource/Timecop
380,True Lies (1994),http://dbpedia.org/resource/True_Lies
381,When a Man Loves a Woman (1994),http://dbpedia.org/resource/When_a_Man_Loves_a_Woman_(film)
382,Wolf (1994),http://dbpedia.org/resource/Wolf_Larsen_(film)
383,Wyatt Earp (1994),http://dbpedia.org/resource/Wyatt_Earp's_Revenge
384,Bad Company (1995),http://dbpedia.org/resource/Bad_Company_(1925_film)
385,"Man of No Importance, A (1994)",http://dbpedia.org/resource/A_Man_of_No_Importance_(film)
386,S.F.W. (1994),http://dbpedia.org/resource/S.F.W.
387,"Low Down Dirty Shame, A (1994)",http://dbpedia.org/resource/A_Low_Down_Dirty_Shame
388,Boys Life (1995),http://dbpedia.org/resource/Boys_Life_(film)
389,"Colonel Chabert, Le (1994)",http://dbpedia.org/resource/Colonel_Chabert_(1943_film)
390,Faster Pussycat! Kill! Kill! (1965),
391,Jason's Lyric (1994),http://dbpedia.org/resource/Jason's_Lyric
